0	0.00000000
1	0.00000000
2	0.00000000
3	0.00000000
4	0.00015999
5	0.00389313
6	0.00000000
7	0.00000000
8	0.00000000
9	0.00000000
10	0.00000000
11	0.00000000
12	0.00000000
13	0.00000000
14	0.00000000
15	0.00000000
16	0.00156436
17	0.00000000
18	0.00000000
19	0.00000000
20	0.00000000
21	0.00000000
22	0.00000000
23	0.00000000
24	0.00000000
25	0.00367980
26	0.00017777
27	0.00000000
28	0.00000000
29	0.00000000
30	0.00000000
31	0.00211544
32	0.00000000
33	0.00000000
34	0.00005333
35	0.01662134
36	0.00000000
37	0.00000000
38	0.00035554
39	0.00000000
40	0.00000000
41	0.00000000
42	0.00000000
43	0.00387535
44	0.00085329
45	0.00033776
46	0.00000000
47	0.00798180
48	0.00000000
49	0.00001778
50	0.00000000
51	0.00019555
52	0.00000000
53	0.00000000
54	0.00000000
55	0.00581302
56	0.00248876
57	0.00000000
58	0.00062219
59	0.00755515
60	0.00000000
61	0.00001778
62	0.00000000
63	0.00005333
64	0.00008888
65	0.00000000
66	0.00094217
67	0.00000000
68	0.00000000
69	0.00000000
70	0.00216877
71	0.00439088
72	0.00008888
73	0.00261319
74	0.00000000
75	0.00000000
76	0.00113772
77	0.00012444
78	0.00000000
79	0.00000000
80	0.00000000
81	0.00000000
82	0.00063997
83	0.00000000
84	0.00000000
85	0.00001778
86	0.00040887
87	0.00000000
88	0.00000000
89	0.00000000
90	0.00000000
91	0.00000000
92	0.00000000
93	0.00000000
94	0.00000000
95	0.00001778
96	0.00007111
97	0.00000000
98	0.00000000
99	0.00000000
100	0.00000000
101	0.00000000
102	0.00126215
103	0.00090662
104	0.00188434
105	0.00012444
106	0.00000000
107	0.00000000
108	0.00000000
109	0.00000000
110	0.00000000
111	0.00000000
112	0.00035554
113	0.00129771
114	0.00033776
115	0.00005333
116	0.00000000
117	0.00067552
118	0.00000000
119	0.00000000
120	0.00000000
121	0.00007111
122	0.00069330
123	0.00007111
124	0.00264875
125	0.00000000
126	0.00000000
127	0.00000000
128	0.00000000
129	0.00000000
130	0.00000000
131	0.00869287
132	0.00199100
133	0.00035554
134	0.00140437
135	0.00181324
136	0.00110216
137	0.00000000
138	0.00000000
139	0.00008888
140	0.00000000
141	0.00003555
142	0.00067552
143	0.00000000
144	0.00033776
145	0.00030221
146	0.00039109
147	0.00000000
148	0.00003555
149	0.01146606
150	0.00000000
151	0.00000000
152	0.00000000
153	0.00000000
154	0.00039109
155	0.00000000
156	0.00000000
157	0.00024888
158	0.00000000
159	0.00200878
160	0.00000000
161	0.00703962
162	0.00063997
163	0.00000000
164	0.00000000
165	0.00000000
166	0.01093275
167	0.00005333
168	0.00072885
169	0.00679075
170	0.00000000
171	0.00000000
172	0.00257764
173	0.00000000
174	0.00762626
175	0.00005333
176	0.00094217
177	0.00001778
178	0.00000000
179	0.00000000
180	0.00000000
181	0.00000000
182	0.00000000
183	0.00108439
184	0.00000000
185	0.00000000
186	0.00222210
187	0.00015999
